,Comentario,Score
359,"Se supone que el check-in que se realiza es a partir las 3pm y la habitación aun no estaba lista sino hasta las 6pm. Llevábamos trajes y vestidos para un evento al día siguiente por la mañana, ademas de algunas cajas con accesorios, el elevador no funcionaba y en toda la noche no funcionó, las habitaciones estaban en el piso 7 y 8, ademas de que solo nos contestaban que en 5 minutos reparaban el elevador, sin éxito, no existe comunicación entre el personal, debido a que reportamos que no servía la persiana y enviaron a la camarera a que nos atendiera sin tener idea a que iba, no se solucionó, se fue la luz en del cuarto por 30 minutos, es un mes caluroso así que en ese lapso no había clima.",2
360,La ubicación del hotel es excelente ya que se encuentra en pleno centro de la ciudad de Monterrey y puedes llegar caminando a la macro plaza y dar un recorrido en el centro sin necesidad de utilizar transporte. Más que excelente.,5
361,"Sin duda alguna, el plus de la cadena de valor de este hotel está basado en su gente! Deseo hacer extensivas mis felicitaciones en específico a Javier Hernández del área de Restaurante, quien atendió con calidad y actitud de manera eficiente y eficaz. Excepción que salvo el hecho de que el hotel no tenga áreas deportivas. Saludos!",4
362,"La habitación muy sucia, el aire acondicionado inservible en un mes muy caluroso. Aunque todo fue reportado y fueron a revisar jamás hubo una solución real. Habitación amplia, sin embargo descuidada al igual que el hotel. Jamás llegó mi servicio de restaurante. Ya me había hospedado en varias ocasiones y me parecía buena opción, ahora no quisiera volver a este hotel.",2
363,todo es maravilloso bien ubicado habitaciones amplias comodas la atencion al huesped se percibe desde la llegada. asi mismo el restaurante la atencion y la limpieza y sabor de los alimentos de lo mejor,5
364,"Tuve la fortuna de poder elegir este maravilloso recinto para una exposición de negocios, el cual resulto ser vastante placentero ya que las atenciones brindadas fueron de exelente calidad. amabilidad y cortecia nos rodearon para realizar nuestra exposición al 100% Gracias Jessica gonzalez por tan exelente servicio. Ing. Rodrigo Álvarez y HappyJapan gracias totales",5
365,"Vengo de paseo por la ciudad El hotel esta en el centro de monterrey Las habitaciones cómodas y limpias el aire un poco caliente por el clima de monterrey ,se siente mucho calor ojala arreglen eso. El personal muy amable gracias a todos los colaboradores en especial la señorita Amanda q siempre nos brinda un buen servicio nos a ayudado en todo momento saludos",5
366,"Gracias a hotel misión, desde que llegué me han atendido muy bien. Desde recepcion con el joven Alex y el joven Isidro que me han atendido muy bien la señora de limpieza y la señorita Amanda .. el hotel está en pleno centro de la ciudad y esta muy acogedor saludos"" desde Mazatlán",5
367,"Estoy hospedado aquí desde hace un mes por trabajo y la verdad el hotel está muy agradable, habitaciones limpias personal muy bien capacitado , solo como comentario para mejorar , arreglen los climas hace mucho calor y si estaría muy bien tener más fresca la habitación, saludos ala camarista luz que nos limpia la habitación todos los días y ala señorita Amanda por ayudarnos en todo momento",5
368,Execelente hotel' todo el personal atentos y amables Sobre todo la srta Amanda la supervisora bien amable Proximanete regresare a este lindo hotel misión Monterrey Saludos desde Mayarit Sólo para mejorar en todo es el clima Saludos,5
369,"Hotel misión es muy agradable, las habitaciones muy limpias, los empleados muy amables están disponibles para ayudarte en lo que necesites , saludos ala señorita Amanda y al joven Isidro que nos ayudaron en toda la estancia ""gracias""",5
370,"Excelente!! Servicio de parte de la señorita Reyna y el hotel bien ubicado cerca de todo Y el desayuno bufete riquísimo gran variedad de alimentos, las habitaciones amplias y con todo lo necesario Gracias!!!",5
371,"Mision Monterrey, es buen Hotel para hospedarse varios días ya que cuenta con un ambiente de personal muy amable habitaciones del piso 8 muy limpias la comida del restaurant está rica , gracias al joven Alex de recepción y la señorita Amanda de limpieza que fueron muy amables al ayudarme , Hotel recomendable Saludos y gracias!!",5
372,"Buen hotel Excelente ubicación Lo primero que hice fue ir a comer, el bufete muy rico, Después subí a la habitación , también muy limpia, la señora socorro de limpieza muy amable al igual que el joven Isidro les agradezco la estancia regreso pronto !!!!",5
373,"Es un hotel muy agradable y cómodo, esperamos regresar el otro año también muy buen servicio de el joven Alex y la señorita Reyna de recepcion, recomendable el hotel, ademas pienso que tienen un ambiente muy familiar",5
374,Excelente trato las habitaciones muy limpias. Muy buen trato y amabilidad de parte de adriana siempre muy atenta en sus labores al igual recepción todo muy bien fue muy buena estancia se los recomiendo,5
375,Hotel muy bueno habitacion muy limpia gracias ala señorita reyna y al joven alex de resepcion que fueron muy amables y tambien por la ayuda de la señorita amanda les agradezco mucho su atencion regreso muy pronto,5
376,"Casi siempre vengo.a monterrey por negocios y es la primera que me hospedo En este hotel , cinceramente no me lo recomendaban pero decidi. A arriesgarme ya que el hotel esta muy centrico. Y cerca de donde voy. al llegar, me encontre Con un personal Muy amable desde recepcion con la señorita reyna y la ayuda de la supervisora Amanda. Regresare muy pronto gracias!!",5
377,Hotel bueno esta en la zona centro habitaciones cencillas pero limpias.. los felicito por el personal que tienen son muy atentos... Les recomiendo que le den mantenimiento a los climas la verdad hace mucho calor en monterrey y lo que uno quiere es descansar rico.. en todo lo demas esta muy bien gracias a la señora Amanda por ayudarnos saludos!!,5
378,Buen servicio de todo el personal sobre la srta Adriana muy amable Solo como comentario es mejorar el clima ya que con esta calor no se soporta con los grados que se vive en Monterrey Saludos desde puebla.,5
379,Buen hotel buena ubicacion esta en la zona centro... lo unico que no me gusto es que aqui en monterrey hace mucho calor y el clina de mi habitacion no funcianaba muy bien ya son dos veces que vengo aqui a este hotel gracias ala señorita amanda por atudarme a estar comodo en la habitacion..,4
380,"Llegué el lunes por la mañana habitacion muy limpia fui a restaurant a desayunar, la comida del bufet muy rica lo que no me gustó fue que solo hay un elevador. Exelente personal sobre todo la señorita Amanda que es muy atenta , cuando vuelva regresaré a este hotel",5
381,Vengo por trabajo Y la verdad la atención del personal es muy buena y gracias a la señorita Amanda que me ayudó con la habitación ella es muy atenta gracias el clima no funcionó y le dio rapidez alas cosas recomendable,5
382,Todo bonito. Buen servicio Sobre todo la limpieza todo en orden. Gracias A la srta supervisora Amanda muy amable y atenta En general bien el restaurante y en la zona de Recepción Regreso muy pronto Saludos desde Tlaxcala,5
383,Excelente hotel muy bonito El joven isidro muy amable Bonita las habitaciones y limpieza Gracias Regresaremos Restaurants to do lindo Chicas reception bien Camas muy Rico Instalaciones bien Saludos Para todos,5
384,"Agradecimiento a los que laboran en el Hotel en especial a Isidro Mil por su amable atención y todos los que laboran en el mismo la ubicacion excelente y el Bufette, muy buen ambiente cuentancon musica en vivo",5
385,Mi experiencia fue decepcionante. Calor de arriba de 25-30 grados y sin aire acondicionado y con un olor a humedad en la habitación... Lo unico rescatable fue la atención del personal y q esta muy bien ubicado...,3
386,"Se que los Mision es un ""volado"" pero este si ""se volo la barda"". Habitacion 417 sucia, almohadas con cabellos, no habia toallas (y cuando las llevaron todas deshilachadas), las lamparas de la habitación ha veces no encendian, la cortina del baño deplorable y ya en general los elevadores no servian y el clima no enfriaba... Triste experiencia por la tarifa ofrecida.",2
387,"Era el único hotel que tenía disponibilidad para la fecha que quería; deje equipaje y salí a trabajar cuando entré a mi habitación a la media noche la cama estaba sin tender, la alfombra muy sucia, el piso de la regadera sucio, no había jabón de manos, basura atrás del Buró, toallas rotas. Tuve que reportar a recepción y tomaron fotos del estado me ofrecieron cambio de habitación a esa hora pero estaba igual de mal aseada, reporte a redes sociales y al dia siguiente la gerencia me cambio de piso pero me despertó temprano el ruido de remodelaciones y el personal en el pasillo. El personal no está capacitado para dar solución al huésped, el costo valor precio no vale la pena, hay mejores hoteles alrededor si pueden evitar este hotel, háganlo. NO LO RECOMIENDO EN NINGÚN SENTIDO",1
388,"Hoteles Misión te garantizan el mismo confort, al menos a la alza y no a la baja, en cualquier de sus establecimientos. Lamento compartir que mi experiencia en este hotel fue terrible, al llega a mi habitación me encontré con un aire acondicionado que hacie un ruido terrible, y era aguantar el calor o el ruido, los muebles estaban llenos de polvo y pelo, literalmente había pelo en la mesa de noche y en el lavabo, que ademas se encontraba roto y descuidado, la regadera estaba sucia, había una rendija pegada en la pared que daba a las tuberías, y lo se por que esta rendija estaba rota, lo peor es que no tuve agua caliente durante mi estancia. El Internet es libre hasta cierto punto, si quieres usa tu canal de netflix, o cualquier otro similar TIENES QUE PAGAR UN EXTRA para que te",1
389,Llegué al hotel y no tenían mi reserva por error estaba en otro hotel pero gracias a la srta Verónica me ayudó a localizarla en fin me quedé ya que me gustó el hotel y más que nada la atención que me brindaron al llegar.,4
390,"La verdad el hotel esta un poco descuidado, el internet limitado, la tele se veía mal, agua caliente con poca presión y aire acondicionado sin control de temperatura. La verdad tome la opción por estar cerca de el lugar donde iba trabajar, esa fue mi razón. Lo rescatable fue el desayuno, variado y en cantidad aceptable, los meseros muy amables. Estuve 3 días y como subía por las escaleras en el pasillo se fueron acumulando platos del servicio al cuarto, hubo un plato con un pan blanco que estuvo los tres días...subía por las escaleras porque era en el primer piso mi habitación y el elevador tardaba mucho, solo había uno en servicio. Creo que por la marca deben de poner un poco mas de atención en las habitaciones.",3
391,"Fui con unos compañeros al restaurante el ""pueblito""me agrado la recomendacion ke me izo UN compañero sobres el buffet que tenia bariedad y precios accesibles.mas que nada quisiera recalcar que necesitan resurtirlo mas segido ya que si tienes gran cantidad de clientes.mas que nada el buen servicio de UN buen mesero llamado Christian praga siempre atento a todo lo que se le pide y su ajilidez es muy buena en la manera que si pides UN agua te la tele muy pronto en cuanto se la pidas ya que le pedi unas tortillas a UN mesero y nunca las trajo por lo tanto recomiendo el restaurante por el servicio de Christian. Gracias",4
392,"Me dieron una habitación no sucia, sino asquerosa. En el piso habia uñas, restos de papitas y aluminio de cerveza. Lo que me sorprendió fue que las camas estaban hechas, o sea que servicio de limpieza ya habia pasado por ahí y aun asi me entregaron asi el cuarto. La alfombra realmente sucia. Después de ver eso que confianza tienes de acostarte en esas sábanas, quien sabe si las cambian o las limpian bien. No lo recominedo para nada y menos comparado con el precio! Hay mejores lugares, mas baratos y sobretodo...más limpios! No se dejen engañar por las fotos, eso fue hace años. Nada se ve así. En cuanto la atención del personal de recepción fue muy buena, eso no le quita la mala experiencia.",1
393,"Buena atención, el hotel tiene buenas instalaciones, nos recibió Raúl y muy atento, mencionándonos los servicios con los que cuenta el hotel, muy limpio por dentro y el desayuno excelente, lo recomiendo",5
394,"Excelente servicio, en especial de Raul el recepcionista. El desayuno muy buenooo, exquisitoo sazon. Sin duda me volveria a hospedar en este hotel, pues ademas por la ubicacion en la que se encuentra te permite trasladarte de un lugar a otro de manera rapida.",5
395,"Excelente trato y servicio del recepcionista RAUL :) el hotel esta muy bien ubicado en el centro, cerca se encuentra una taqueria muy buena por si llegas de madrugada y con hambre y por supuesto el hotel cuenta con restaurante en el cual ofrecen bufete muy bueno super recomendadicimo!!",5
396,"Mi vuelo llegó muy noche a Monterrey y lo único que quería era descansar. Lamentablemente cuando llegué a la habitación lo primero que vi fue una mancha grande de humedad en la alfombra del cuarto, inmediatamente revise las camas porque escogí este hotel debido a que las fotografías que mostraban se veían muy limpias y además de esto estás hablando de una cadena como Hoteles Misión que fue la razón por la que decidí hospedarme aquí. Sobra decir que las cubrecamas estaban sucias manchadas de tierra tenían como manchas de agua que se vea secado las fundas estaban sucias Honestamente decepcionada y sin tener opción a poderme cambiar porque ya era medianoche. Al día siguiente hablé con la camarista y le pedí que me cambiara todas las colchas sábanas fundas y que también me buscara",1
397,"Muy buena la comida con un sazón de hecho en casa, con una buena variedad de comidas y un rico pan de dulce. Buen ambiente con música en vivo. El servicio fue excelente, muy atento el mesero Alexis Jair.",5
398,"No fuí específicamente huésped, pero fuí al restaurante ''Del pueblito'', y tienen un muy rico buffet, variado y de buen sabor. El ambiente es bastante agradable, y limpio. Sin duda, es un muy buen lugar para un desayuno. Lo más apreciable del lugar (como en muy pocos) fue la atención de un mesero llamado Christian, quien siempre está al pendiente de lo que se necesite, es muy animoso e inmensamente servicial. Reconocimiento para ese buen servicio, que no se encuentra en cualquier parte. Definitivamente vuelvo.",5
399,"Excelente comida !! Me encanto él sazón , él trato súper amable de todo él personal 😊 felicitaciones a la mesera Alexia Lizbeth que nos atendió de maravilla , 100% recomendable, nos vemos en nuestra siguiente visita 😉😉😉",5
400,"Buena atención por parte de la srta Esmeralda la supervisora, es muy atenta y alegre Excelente atención a todos el personal del hotel misión Se vive una buena atención y alegría por Todo Regreso pronto. Saludos",5
401,Buena atencion sobre todo la srta Esmerada la supervisora que nos ayudo en todo. Recepcion muy amable. Todaz Regresare. Pronto La limpieza. Genial Bonito todo Excelente. Todo en orden. El personal todos atentos,5
402,me recomendaron el buffet y la verdad muy rico todo y exelente atencion del personal gracias al mesero tirso por hacerme sentir como en casa la verdad muy recomendable buen ambiente familiar regresare un 10 para su restaurante,5
403,"Primera vez que vengo y desde que entre me gusto la atención del personal, especialmente del mesero Manuel. la comida variada y fresca, sabrosa. Áreas limpias en restaurante y sanitarios, buen ambiente y linda decoracion. Buenos precios y espacios amplios y cómodos.",5
404,"Me gustó la ubicacion centrica, las habitaciones amplias y limpias. El restaurant la comida muy sabrosa. Buenos precios. El servicio muy amable del mesero Horacio. El bufet muy completo con fruta, bebidas, almuerzo caliente, etc.",5
405,"Esta muy rico el buffet en el hotel, precio accesible,alimentos frescos, todo está caliente, el jugo de naranja es natural, con excelente atención de sus empleados en especial el mesero Manuel, agradezco su atención!",3
406,"El buffet es delicioso! Muy variado aunque al visitar Monterrey esperaba comer algo de machaca en el desayuno, fuera de eso está muy rico. Excelente servicio de nuestro mesero Horacio! Y del personal de cocina que se preocupan por que lo que te estés sirviendo esté fresco y calientito!",4
407,"Muuuuy bueeeeen serviciooooo todo muy rico y de buen gusto los meseros nos trataron muy bieeeeeen, muy limpio y la comida muy ricaaaaaa un ambiente familiar agradable super bien muuuuuuuy recomendable y el excelente servicio de los meseros Manuel,Horacio y Freiri",5
408,"Muy buen servicio y amibilidad del mesero el sabor de del desayuno.. Y la variedad de los amilentos...asi cmo el sitio la gente y su personla muy agradable la visita en mision monterrey excelente servicio de los meseros Horacio,Manuel y Freiri",5
409,"En restaurante Horacio, Tirzo y Alejandra me han hecho sentir como en casa. la presentación y el sabor de los alimento es muy rico y variado. Recomendable 100% para cualquier visita a demás esta a unos pasos de la Macro plaza excelente la ubicación",5
410,"Los cuartos y los pasillos muy sucios y sin mantenimiento. No parece un hotel Mision. Este es un hotel viejo huele mal, alfombras manchadas, con mal servicio y mal administrado. Pobres empleados deben sentirse avergonzados de trabajar ahí. Una lastima!",1
411,"Solo visité el restaurante, la atención, amabilidad y el servicio del personal ha sido excelente, sobre todo como me atendió la señorita Alejandra Mejorado, con mucha amabilidad, 100% recomendable el restaurante, muy buena la comida y a parte, el costo es muy accesible.",4
412,Señorita quede maravillada con la atención del joven jesus uvalle persona encantadora y servicial me ayudó muchísimo en el hotel mision lo llevaré por siempre en mi corazón muy agradecida los quiero 🙏🙏🙏😘😘😘 de Colombia con cariño amayda,5
413,"Me hospedo por cuestion laboral, y agradezco la atencion del personal en su totalidad, en especial a las Sra. Lucy del piso 8 que estuvo siempre al pendiente y con una amabilidad notable. En horabuena.",5
414,"Me hospede por motivos de trabajo durante 17 días en el hotel, tiempo en el cual disfrute de mi estancia. El personal de recepción fue muy amable, asi como el buen servicio en el restaurante incluyendo al personal (Alejandra, Freiri, Tirso y Manuel), también el servicio de limpieza fue bueno. Me llevo muy buena opinion del hotel y espero pronto regresar.",5
415,"Excelente Servicio en general. En especial en Recepción la Srita. Veronica, muy amable y servicial, siempre con una excelente actitud. Yo he permanecido en el hotel hasta por 2 meses, y de verdad te hacen sentir en ""Casa"", muchas felicidades!!!",5
416,"Tuve un viaje de trabajo por mas de dos semanas, toda la gente fue super linda, la camarista Graciela se porto increíble, los chicos de restaurant también (todo el equipo nos consintió) y ni hablar de Maribel, la chica de recepción, se porto super linda asesorandonos a donde ir en nuestro tiempo libre, muy servicial!! yo la buscaba para que me ayudara en algunas dudas, es muy buena recepcionista! te ayuda en todooo!! definitivamente volvería a Monterrey y me volvería a hospedar en ese hotel!!",5
417,"Hace un tiempo visite Monterrey por cuestiones de trabajo y me hospede en este hotel, la verdad esta muy bien ubicado, tiene una atención excelente por parte del personal de todo el hotel en especial por las señoritas de recepción que son muy amables y atentas, también aprovechó para felicitar a la señorita Maribel por el empeño a su trabajo y atencion",5
418,"El pasado viernes 18 de enero, nos alojamos en este hotel, las instalaciones nos parecieron bien, cómodo, y agradable nuestra habitación en donde nos alojamos mi esposo, mi hijo y yo, únicamente por una noche, al llegar al hotel, el personal de recepción bastante cortante y nada amable, toleramos y tratamos de llevar la fiesta en paz, te dan una notificación y firmas que estás de acuerdo con una multa de 3000 pesos si llegas a fumar dentro de las instalaciones, pero lo dicen tan rápido que tuve que solicitar si me repetía la información, a la recepcionista, quien se hizo la tonta y me ignoró, le pedí indicaciones para trasladarme a un hospital en virtud de que un familiar estaba internado ahí y solo se limitó a decirme que estaba muy lejos, además de grosera Insensible, en fin,",2
419,"Excelente ubicación, las habitaciones y sus blancos siempre en perfecto estado, la comida del restaurante excelente, pero lo mejor es el buen trato de la Srta Maribel y la Srta. Verónica que con su atención y amabilidad siempre invitan a regresar.",5
420,"Muy buena atención y aclaración de dudas por parte de la señorita Verónica castillo, atenta y amable en cuestión laborable. Ideal para descansar muy buenas habitaciónes, limpieza, ordenadas. Buena comida de parte del restaurante,variedad en comidas",5
421,Este lugar maravillosa me deja siempre muy impresionante por la formar de recibir a su clientes si me refiero personalmente a una de su empleada que se llama REYNA recepcionista me trato de una forma muy agradable sonriente y atento apresar del cansancio de mi viaje siempre que visito su cuidad estoy con su hogar muchas gracias por la attention....,4
422,"Perfecta ubicación en el centro de la ciudad, el servicio que brinda el personal así como las instalaciones hacen que la estancia en el hotel sea placentera en todo momento. La atención de la srta Estefany Garza fue excelente.",5
423,"Excelente el trato que se nos dio , en todas las areas , desde la recepcion la señorita Wendy nos atendio excelente a todas las necesidades que tuvimos y muy amble , el chef del restaurante, las señoritas de servicio , incluso el señor del estacionamiento ... la verdad no esperaba tener una atencion asi por parte del hotel , pero me sorprendieron en serio.. siempre todos fueron amables y atentos a nuestras necesidades, muy bien hotel mision ... hotel excelente... sigan asi .",5
424,Muy buen hotel y atencion desde las recepcionistas a nuestra llegada hasta el personal de limpieza que durante nuestra estancia mantuvo nuestro cuarto impecable ella es la srita Alicia recomendado el hotel,5
425,Excelente tratato !!!!!!! !!!!! Muy buena atención por parte de el camarista Jesús muy linda atención un buen cuidado en la limpieza de la habitación.... teniendo lindos de talles y cuidando que no faltará nada en general muy atentos en su servicio gracias !!,5
426,Muy buen cervisio de la señorita wendy así como el resto de su personal eficiente rápida muy amable y atentos a su trabajo la estancia en este hotel es mejor que en algunos otros limpieza atención seguridad comodidad tranquilidad muy recomendado,5
427,Excelente ubicación del hotel muy céntrico personal excelente en especial la señorita Maribel muy atenta desde que llegamos me hospede sin reservación me comentó que no tenía habitaciones disponibles y busco la manera de podernos hospedar muy atenta en todo con nosotros y con los demás clientes. Habitación muy cómodas y la supervisora esmeralda muy atenta a las necesidades de uno Se los recomiendo al 100,5
428,"Excelente atención de la señorita Maribel, muy preocupada por entregar un buen servicio, entrega información correcta y gestiona una estupenda solución al suscrito, entrega de habitación, recepción de valijas, etc.",4
429,"Llegue por la noche a el hotel y la persona de recepción fue genial con su servicio, el joven Raul fue muy atento y muy claro en la información y resolviendo mis necesidades y siempre mostrando un excelente servicio y actitud y carisma, gracias por su atencion.",4
430,"Muy buena relación calidad/precio. Excelente ubicación. Es un hotel ideal para ir a descansar con la familia cuando se va a visitar Monterrey, en viajes con el propósito de pasear por la ciudad. Estancia muy agradable.",4
431,"Excelente servicio. Viajo mucho aqui a monterrey y para ser honesto es una atencion y amabilidad por todos lados Les recomiendo instalarse aqui, cerca de todo sin batallar. Para estar como en casa. Excelente orientacion, eficaz y profecional de las sritas. MARIBEL Y REYNA de recepcion.",5
432,"Es muy grato que después de un viaje largo , la amabilidad y la atención que ofrece Raúl debería ser un ejemplo a seguir por su calidad y su actitud ; Felicidades por tan excelente colaborador Joaquín Teran G 5544495582",5
433,"Ola ,al hotel llegamos en grupo para ir a trabajar, la comida del restaurante es buena y aveces era salada, le faltaria un gimnasio para que fuera mas elegante, en las noches el internet fallaba y pedimos ayuda al muchacho raul para poder usarlo, y los lonches muy buenos con la fruta para no andar en allunas, algun dia volberemos a visitarlos",3
434,"Es un hotel muy acogedor te sientes como en casa el joven ruben de recepción es muy amable al igual que la señora Graciela nuestra camarita así como es desayuno Buffett que disfrutamos en el hotel es muy rico todo lo que nos ofrecen al llegar café de olla y su agua y paletas son un muy ricas, las habitaciones limpias ampiliamente recomendable nos hicieronde nuestra segunda visita a Monterrey sea exelente Sin duda seguiremos con ustedes.",5
435,"Se disfruta mucho la estancia en ese hotel, la comida muy rica y el trato de todos muy bueno en especial el de recepción muy atento el Sr. Raúl, muy amable, todo el servicio tanto de la habitación como del hotel en general es muy bueno",5
436,"Personal de Recepción en especial la Srta. Wendy una excelente atención. LAS habitaciones tiene un amplio espacio, además del servicio de limpieza, en general tuve buena atención y disfrute mi estancia de 2 semanas.",5
437,"Nos dieron una cordial bienvenida,resolvieron mis dudas,almuerzo delicioso,las camas suavecitas,céntrico, accesible todo,limpios suficientes toallas y la recepcionista Reyna Medellín y Wendy estuvieron muy atentas a nuestras necesidades felicidades chicas El trato es cordial y quedamos encantados volveremos pronto ..",5
438,"Agradable lugar, bien ubicado y de facil acceso, el personal muy atento a la llegada, los alimentos bien, joven Raul muy atento y servicial. Seria de ayuda un gimnasio en el hotel o area verde para ejercitarse",3
439,"Osvaldo Ventas muy bien me cotizo, las chicas de recepción Maribel y Reyna excelente servicio en el restaurante, los alimentos estuvieron muy ricos y de excelente calidad,el servicio en general fue excelente, se los recomiendo mucho.",5
440,"Llegue al hotel a altas horas de la noche y la señorita Verónica castillo con toda su energía me hizo hospedarme en el hotel, casi no escribo comentarios pero esta vez no podía dejar pasar la oportunidad de exponer el gran desempeño de la señorita.",5
441,"El personal es cálido y muy atento, remodelaron el restaurante, siempre de buen sazón, sin embargo, el internet es lento y deficiente, adicional de que tienen tarifa diferenciada, el servicio debería ser igual para todos los clientes, también remodelaron las habitaciones.",3
442,"Fui a un evento al parque fundidora y llegamos al hotel muy temprano y me dieron la habitación muy temprano, el Desayuno muy rico y la atención de recepción excelente. Sin duda lo recomiendo ampliamente",5
443,"Me he quedado en este hotel siempre que vengo a Monterrey, en esta ocasión que me toco venir otra vez, encuentro muchas cosas que se han cambiado para bien, hubo modificación en el restaurante y en el nivel 5 que me enviaron esta bastante bien, el trato del personal de limpieza de las habitaciones es muy bueno, en esta ocasión me toco la Sra. Olga, que mantiene todo en orden y me hace sentir como en casa. Y en lo que respecta al personal de administración, muy bien; al igual que a las Damas que llevan lo administrativo en general del hotel y por ultimo; un sincero reconocimiento al personal de cocina... muy buena comida.",5
444,"El precio es excesivo para el servicio, instalaciones viejas, sucias, cuenta con aire lavado nadamas! El lavabo goteaba... por $400 te quedas en el SAFI o por $700 menos en frente 🤷🏻‍♀️en travohotel...",1
445,"Un muy buen servicio, atención y limpieza de la habitación; además de flexibilidad en la recepción. Quiero felicitar a la srta Reyna quien nos recibió y atendió en nuestra llegada. Me quedo muy feliz de haberme hospedado aquí y lo recomiendo ampliamente.",5
446,"Es un hotel con muy buena ubicación, en pleno centro de la ciudad, con fácil acceso y transporte. Excelente trato y un buen servicio por parte del personal, en especial la camarista Lucy, siempre atenta y amable. También Mari, Ceci, Mayelli y Mario quienes atienden en el restaurante son muy amables y atentos, el mismo cuenta con desayuno tipo buffé así como almuerzo y tambien a la carta, lo cual da variedad de alternativas para comer y los precios son accesibles. Personal de recepción de excelente trato. Recomendado para quienes vienen por trabajo.",4
447,"Excelente servicio y muy buena atención por parte de la señoritas Maribel y Reina de recepción, así como de la señora Lucy la recamarísta y de todo el personal en general hacen que la estancia en el lugar sea de lo mas grata.",5
448,"El día 7 d julio hice reservación en su hotel ya q esta cadena es d mis favoritas q decepción m lleve es el peor hotel en el q m hospede, para empezar mal atención en recepción los elevadores mal estado entro a mi habitación y el lavabo d lo más sucio con cabellos y cucarachas y no decir del estado del mismo las cortinas sin ganchos no c podían cerrar la tv, mal señal, las almohadas boludas. Fue increíble ver un hotel Misión en ese estado, e tenido mejores experiencias a limpieza y comodidad en un motel que en este. Ojalá la administración ponga más atención en los detalles de su hotel ya que solo va a estar quemando a la cadena ""Mision"" . Gracias por su atención.",1
449,"excelente servicio me agrado mucho estar hospedado en este hotel, cada que vengo me es grato llegar aqui, en especial la señora Lucy, la camarista es muy atenta y servicial, no creo que haya otra como ella y muy eficiente en su trabajo. recomiendo llegar a este hotel.",5
450,"Me gustó mucho quedarme hospedado aquí la Atención al 100, persona exexible, cuarto muy bien. Recepción atención exelente en general a la srta Maribel Muy amable y simpática Restaurante económico y delicioso, ubicación muy céntrica",5
451,"Lo mejor que tiene el hotel es su ubicación. En general es un hotel muy limpio, aunque consideró que lo mejor que tiene es la atención de su personal. El desayuno es el clásico bufete exprés, así que no esperes gran cosa.",4
452,"El hotel tiene buena ubicación en el centro de Monterrey, mi viaje fue de negocios y resultó conveniente. La habitación es amplia pero con una infraestructura que considero vieja, tiene aire acondicionado, sin embargo, no me resultó suficiente para enfriar todo el espacio (la época en que viajé es bastante calurosa +43°C) en general el hotel está OK, pero me parece que deben hacer mayor esfuerzo en la limpieza de las habitaciones. El front desk fue muy amable y de muy buena presencia lo que es un plus cuando llegas cansado del viaje. Si solo piensas en utilizar el hotel para descansar y vas a hacer negocios en el centro de Monterrey es muy conveniente.",2
453,"Es triste ver como una cadena hotelera tan reconocida como Misión haya decaído tanto. Nada q ver con el prestigio q tenia. Hotel viejo sin mantenimiento, aun las q se dicen habitaciones remodeladas, las camas truenan cuando te sientas, el baño descuidado saliendose el agua del wc y regadera. El elevador pareciera q se va a caer con espejos rotos. Las filipinas de los meseros, uniformes, muebles y utensilios q usan están desgastados, percudidos o rotos. No volvería a este hotel.",2
454,"Llevamos tiempo viajando y es la primera ocasión que usamos el hotel, las instalaciones dejan a que desear hay rápida atención al cliente, la persona que nos atendió muy amable y atenta srta Reyna, Ojalá mejoren",4
455,"Tuve que hospedarme en este Hotel porque viajé justo cuando la Ciudad era un caos por la final de fútbol nacionl y difícilmente se encontraba un cuarto de Hotel. Realmente me llevé una impresión desagradable desde la llegada. No existe todavía la internet gratuita, no importa porque tampoco es un cargo considerable, pero deberían de informarlo al momento de estar en la recepción haciendo el check in y no, hacer volver al huésped para pagar unos cuántos pesos cuando lo que quiere uno es estar ya descansando. El baño estaba sucio, al menos esa impresión tuve, al encontrarme con detalles desagradables. Los blancos viejísimos. He trabajado en turismo toda mi vida y sé que los Hoteles cambian sus blancos con gran frecuencia ya que es un servicio con mucho movimiento y desgaste; este",1
456,"La atención al grupo fue excelente, estuvieron al pendientes la Supervisora Esmeralda y su colaboadora Lucy. Para que las habitaciones estuvieran siempre limpias y a tiempo con los detalles de un Hotel de su categoría. Gracias",4
457,"Nos encantó el hotel tanto la atención en recepción especialmente el joven que nos Atendió Edwin, las instalaciones , los cuartos maravillosos, la comida riquísima muy satisfechos con la estancia en este hotel recomendadísimo",5
458,"La atención del personal de Recepción excelente tanto los del turno matutino como Vespertino, en especial la Srita. Reyna que me apoyo en todo momento a lo que necesitaba durante mi estancia. El único inconveniente la falta de aire acondicionado en el lobby.",4
459,"Uno de los mejores hoteles en Monterrey y las recepcionistas muy amables no recuerdo bien el nombre de todas pero una se llamaba Reyna enserio regresaría a este hotel, el room service y la comida muy rica",5
460,Es un lugar excelente con gran servicio y excelentes precios. El buffet de mediodía y de la cena son excelentes. La limpieza es impecable. Las instalaciones de primera. El trato de la gente en todos los niveles es muy respetuoso.,5
